count,hate_speech,offensive_language,neither,class,tweet
3,0,3,0,1,&#8220;@GreaterThn: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; @ambernicolee05 &#128514;&#128514;&#128514;
3,0,3,0,1,in fucking mexico bitches
6,0,6,0,1,RT @antglizzygg: Tell your bitch that I'm that nigga now
3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""
3,1,2,0,1,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever
3,1,2,0,1,done everything but trust these hoes
3,0,1,2,2,@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar
3,0,2,1,1,Roy Hibbert so trash. It's unbelievable.
3,0,3,0,1,RT @xo_Jack: You can definitely tell who's a whore by what bitches wear when it's slightly warm out.. &#128581;&#9995;&#128567;
3,1,2,0,1,"Nicki said ""fuck those skinny bitches""...uh oh"
3,0,1,2,2,&#8220;@__Black_Jesus: &#8220;@lil_aerii: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing
3,0,3,0,1,...but if a SHOW about #Obama was called #Whitish ..........y'all motherfuckers would cry #racist like lil bitches. #Blackish
3,0,0,3,2,Can't find my BC powder .. I'll just chug this children's Advil
3,0,3,0,1,hoes in my iPhone...
3,1,2,0,1,You was nothing but a dirty whore!!! Fuck you bitch
3,0,3,0,1,@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.
3,0,3,0,1,RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;
6,0,6,0,1,whheeet bitch you LYING
3,0,3,0,1,&#8220;@TVEMike: When you catch your girl doing some hoe shit behind your back https://t.co/V4FZ6RXxWd&#8221;&#128553;&#128514;&#128514;
3,1,2,0,1,"Fuck the church you attend , fuck your god, fuck the nigguh you call the savior . It's a fucking new world order baby"
3,0,3,0,1,"Give these hoes 20,000 followers you got a whole new bitch"
3,0,3,0,1,@EdgarGuillenjr @jo_clark6 @dalton_ryann @dault24 @blakeanderson21 @justinmiculka01 @ktit_418 @aaronbaxter9 you a bitch Edgar
6,0,6,0,1,Shoot dice let yo hoe fade me
3,0,0,3,2,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.
3,0,3,0,1,@ThatTallCashier lol youre retarded &#128514;
3,0,0,3,2,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;"
3,0,0,3,2,Home to chicken and penne Alfredo and Oreos and banjo
3,0,2,1,1,"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch."
3,0,3,0,1,RT @YoungGizzle_: You bitches selfish .. Y'all want Father's Day too? Damn lol
3,0,1,2,2,She trash tho.
3,0,3,0,1,"RT @nuteIla: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/2aUevEEaWN"
3,0,3,0,1,"@Drake thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick"
3,1,2,0,1,"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then"
3,0,3,0,1,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
3,0,3,0,1,"RT @eminemXher: It's #novEMINEMber, bitch!!! 

@Eminem Artist Of The Year #AMAs http://t.co/1MENiz4urw"
3,0,3,0,1,&#8220;@SouthsideVic: What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;
3,0,3,0,1,"Guess who just got an apartment in downtown Columbus? That's right bitch you guessed it, this guy."
3,0,3,0,1,"Do your dick hang low, do it wobble to and fro, can you tie it in a knot, can you stick it in a hoe?"
3,0,3,0,1,"RT @ShowMeATittie: P&#8217;s up hoes down, if ya bitch can&#8217;t swim then tha hoe gone drown"
3,0,0,3,2,RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose
3,0,3,0,1,Creeping Death still stuck in my head bitch
3,0,3,0,1,"RT @ShadowBeatz_Inc: I know you have me blocked, but next week bitch @KYR_SP33DY"
3,2,1,0,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
6,0,1,5,2,@MurdaaaMike @yfly23 wow I can put slit trophies against u in those
3,0,3,0,1,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
3,1,2,0,1,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW"
3,0,3,0,1,@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage
3,0,3,0,1,"RT @BullHunitProof: bruh said ""Black girls pussy taste like attitudes and arguments"" LOL"
3,0,3,0,1,LeVar Burton called Shatner a bitch lol.
3,0,2,1,1,"RT @TheNaimaW: If a dude seems flighty then he probably is, so just nip it in the bud."
3,0,3,0,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ"
3,0,0,3,2,@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday
3,0,3,0,1,DCC bitches knocked out on the grass
3,0,3,0,1,"RT @FunnyJokeBook: If your tweets have never offended anyone, then you tweet like a little bitch."
3,0,3,0,1,&#8220;@Queendev_: @what_evaittakes I couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch I said post a busted pic&#128557;
3,0,1,2,2,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying."
3,1,2,0,1,RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;
3,0,3,0,1,"I'm glad to see that broads are still into the ""faggot"" look when it comes to picking dudes."
3,2,1,0,0,@Versanche only faggots drive stick
3,0,3,0,1,@TheRealJohn_Doe thats nate dumbass we all just mock him
3,0,2,1,1,happy halloween bitches http://t.co/AIXvaTJqxu
3,0,3,0,1,@Piercethetit @Xenoss_ I don't love these hoes
3,0,3,0,1,@Highwayy_17 you're a bitch
3,0,2,1,1,RT @IamRicoLove: These hoes turn into contortionist just so u can see their ass &amp; their smile in the same picture. Smh! It's hard work thir&#8230;
3,1,2,0,1,Grow up &#8220;@jcastrosieira: RT&#8220;@CirocBwoy_: just because a nigga has hoes doesn't mean he doesn't love you&#8221; http://t.co/kkdH6DtlFL&#8221;
3,1,2,0,1,&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;
3,0,3,0,1,RT @prettygrl_rocky: Pussy this pussy that
3,3,0,0,0,"@PatDollard Fuckin muzzie cunts, should all be deported, savages"
3,0,0,3,2,RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12
3,0,3,0,1,"@mikecheck_123 try this one Mikey, none of that hick shit...http://youtu.be/Thls_tMuFkc"
3,0,3,0,1,&#8220;@Maxwell_Larsen: I'm jakes bitch&#8221;
3,1,2,0,1,@SchulzGrayson @Dswizzle3 and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
3,0,3,0,1,This bitch thought the hot sauce was BBQ sauce. Who tf puts BBQ sauce in their tacos to begin with?! &#128514;&#128514;&#128514;
3,0,0,3,2,"Charlie Crist (R, I, D - FL) rumored to demand a recount. #sayfie"
3,0,3,0,1,Yall black ass hoes aint east African
3,0,3,0,1,RT @TreySongzSon: I'm in yo hood I'll prolly fuck yo hoe
6,0,6,0,1,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
3,0,3,0,1,Ain't even fuckin wit shady bitches
3,1,2,0,1,@_cblaze @kieffer_jason ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy
3,0,3,0,1,These niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch
3,0,3,0,1,Kinda want to spit my gum into some bitches hair.
3,2,1,0,0,@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.
3,0,0,3,2,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
3,0,3,0,1,I only wanna see bad bitches on snap chat
3,0,3,0,1,Dear inconsiderate ghetto fuck on the train across from me: ya know your phone has options other than speaker phone right?!?
3,0,2,1,1,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;
3,2,1,0,0,@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you
3,0,3,0,1,i have to be the taller older bitch
3,0,2,1,1,Charles was eatin trash ass Dominoes in that pic...you know he was still poor at the time lol
3,1,2,0,1,@CRYaboutitNIGGA waddup doe Lil nicca
3,0,3,0,1,"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it.."
3,0,3,0,1,"&#8220;@_Dominiquecs: @Thompson_Era hahaha! She to much of a thottie for you!&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;"
3,0,3,0,1,"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave"
3,0,3,0,1,#Shoutout to my exit 47 niccas! #RealNiccaSalute
3,1,2,0,1,Niggas retarded lol
3,0,0,3,2,How is that not a yellow on Ronaldo for full on body bumping the ref?
6,1,5,0,1,I dont know a niggah that could cover for me
3,0,3,0,1,I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin
3,0,3,0,1,After a fight in the club in New Orleans them bitches start jumping
3,0,0,3,2,I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).
3,0,2,1,1,RT @aurie_xo: Fuking bitches that don't move when you say excuse me is what's wrong in this world.
3,0,3,0,1,RT @Peteypab620: Eddy and teezy get no pussy so I don't know why they always talking about that shit. They've never taken anyone's girl eit&#8230;
3,0,3,0,1,@CallMeRenee_ bitch u 1
3,0,3,0,1,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back."
3,1,2,0,1,@UberFacts eat yo pickles bitches!
3,0,2,1,1,RT @CallMeRenee_: @1inkkofrosess hey hoe
3,3,0,0,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
3,0,3,0,1,when the dude shoots his jiz in the bitches eye in silence of the lambs
3,0,3,0,1,RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like
3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again"
3,0,2,1,1,Karma's a bitch huh
3,0,0,3,2,I love me some chunky babies &#128525;&#128525;
3,0,3,0,1,RT @bitchniggabob: If she called me ugly and started pushin me around. I'd run like a mother fucking pussy screaming for my mom to help htt&#8230;
3,0,3,0,1,Only niggah on my TL so getting off now
3,0,3,0,1,Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS
6,2,4,0,1,RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;
3,1,2,0,1,Lol Father has bitches pouring arizona tea on themselves in this one video
3,0,3,0,1,For some reason I always assume guys who act like that in trucks have tiny dicks HAHA #fag
3,0,3,0,1,@MrMason251 Grade A pussy.
3,0,0,3,2,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.
6,0,6,0,1,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
3,0,3,0,1,"RT @KILLSheredon: I can't handle no liquor, but these bitches can't handle me."
3,0,3,0,1,Photo: Seriously &#8230; All my friends are hoes. It&#8217;s so funny. #getyourlife &#128078; http://t.co/nbnBGYCFMI
3,0,3,0,1,RT @MsAprylJ: Waka gone kill dat hoe lol
3,0,3,0,1,@kieffer_jason pussy
3,1,0,2,2,LOL there's a talking monkey live on the internet! Will wonders never cease?
3,0,3,0,1,Physical &amp; bed RT @Skinny215 These bitches frame is trash! #Skinny
3,0,3,0,1,tom ford probably fucking all these hoes
3,0,3,0,1,This dude fell cuz he was looking at these bitches in the car.&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
3,0,0,3,2,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
3,0,3,0,1,"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness."
3,1,2,0,1,RT @UNCLERUCKUS_BD: Andrew Bynum got traded and then they waived him the very next day... a nigger can't keep a job
3,1,2,0,1,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though
3,0,3,0,1,@Tamorite @The_Greatest_10 The truth hurts nigguh.
3,1,2,0,1,RT @SadoMisogynist: I hate these Mo'ne Davis commercials. Bitch is gonna end up either a dyke or a loser like every other female.
3,2,1,0,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
3,0,3,0,1,how many of U hoes bad ass little kids dont their medication and cut up in school every week?
3,2,1,0,0,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.
3,0,3,0,1,RT @cotydankh: don't make me pull out the pokeflute hoe http://t.co/yFN3PdMdy1
3,0,3,0,1,"RT @itsTylerStarr: If we date&#128143;&#10084;&#65039;
Get rid of ya Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

I'll get rid of my hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't need NO interference 
&#128525;&#128145;&#128107;&#128141;&#128141;&#128149;&#128175;"
3,0,3,0,1,RT @bodmonting: Instead of worry bout who that bitch fucking why don't you get you some money
6,0,5,1,1,I been getting money I ain't worried bout a hoe
3,0,3,0,1,This chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood
3,0,3,0,1,RT @Tyson_Fury: Ow &amp; while I'm at it where has @DavidPrice_1 gone the big lanky twat.
3,0,1,2,2,What if I talked ghetto lol I'd be so annoyed of my self
3,1,2,0,1,Took a broke bitch nigga&#128520;
3,0,3,0,1,"Pistols and bad bitches, hustlers and bad business!"
3,0,1,2,2,HBA trash
3,1,2,0,1,We been passed dem niccas yrs ago fr
3,1,2,0,1,Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo
6,0,6,0,1,"RT @YungPineapple_: ""You like your lunch little boy?""

""Nah bitch look what I'm eating cause of you"" http://t.co/7cvA8grvds"
3,0,3,0,1,"LMAOOO @ ""*gasp* that bitch""

Y'all do too much from behind a phone"
3,0,3,0,1,Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.
6,0,6,0,1,@KyleReinders bitch
3,0,2,1,1,We trash
3,0,3,0,1,"Actual quote from local cop - ""there are too many pussies in this town""."
3,0,3,0,1,Her pussy so good like I left something
3,0,3,0,1,"RT @gnuts_2: RT""@Ashspeaks_: To these hoes I'm everything"""
3,0,3,0,1,Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.
3,1,0,2,2,RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;
3,0,3,0,1,"Im a rich niggaaaaa, i need a rich bitch."
3,1,2,0,1,These bitches really marry to some rich ass niggas
3,0,3,0,1,. @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his party then.
3,1,0,2,2,Burritos are trash
3,0,2,1,1,@xcorey21 uh you're trash. &#128536;
3,0,1,2,2,RT @ChamsFace4music: Early bird catches the worm people
3,0,3,0,1,@kitten_nugget69 @danusaur bitch you're the ugly one that's why everyone leaves you AHAHAHAA
3,0,3,0,1,Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao
6,1,5,0,1,Im start askin dese hoe niggas if they got sand in they pussy....
3,3,0,0,0,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds
3,0,3,0,1,"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?"
6,0,6,0,1,Them taz angel hoes need some furniture
3,0,3,0,1,Bussin bitches with my Gwale' Gwalas
3,2,1,0,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers))
3,0,3,0,1,Druggys with hoes again gotta have the dopest video ever. &#128553;
3,0,3,0,1,RT @joshhandsomee87: Well I felt sorry for her before but that was stupid. Still though @edgarguillenjr is a bitch who wont try that wit ...
6,2,3,1,1,@lucioxnava how about darkskin dykes?
3,0,3,0,1,@wodaeeex3 bitch i juss askd yu uh question yo ole choppa bullet head ahh
3,0,3,0,1,21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
3,0,3,0,1,Truuuuuuuuuuu facts both then niggaz is pussy nd I'll tag em both @meekmill nd cassidy r/p by my nigga let http://t.co/NhYODSpP
3,0,2,1,1,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh"
3,1,2,0,1,Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.
3,0,0,3,2,I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF
3,0,3,0,1,@gallinofmilk fight me hoe
3,0,3,0,1,"never lie
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts 
call them gold"
3,0,3,0,1,The type of bitches that I like think broke is disgusting
3,0,3,0,1,I know some ratchet bitches and they rep the North side
6,2,3,1,1,@__kiante im askin you negro lol
3,0,3,0,1,@StarStunnaTBGH facts &#128514; ... IDC Iont have no bitches so I'm good lol
3,0,3,0,1,@slickvick47 @itstattoos it's not colored in... dumb dick
3,0,3,0,1,I cheated on 10% of the bitches I had tf lol nobody even wanted to be all committed and shit
3,0,3,0,1,RT @PenguinGraham: Someone who claims they're a bad bitch shouldn't get offended so easily.
3,0,3,0,1,"&#8220;@_heyshelby: Bitch I'm on, bitch I'm on my griiind&#8221; thug luuuuuuv"
3,0,3,0,1,"&#8220;@GlitteredInPink: ""@West305: Bored as hell."" Shoulda answered my phone calls bitch&#8221; i rather be bored."
3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"
3,0,3,0,1,"&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;"
3,0,3,0,1,"You mad cuz I was in the van with yo bitch
With both hands on her tits"
3,1,2,0,1,RT @ImNeverChillin: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga wi&#8230;
3,0,3,0,1,I need a bitch &#128533;
3,0,3,0,1,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?
3,0,3,0,1,&#128553;&#128557; RT @KingHov1313: Fox8 got dem bitches huh!&#128588;&#128588;&#128588;&#128588;&#128588;&#128588;
3,0,3,0,1,All you ladies pop your pussy like this
3,0,3,0,1,&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority
3,0,3,0,1,RT @KINGTUNCHI_: Fucking with a bad bitch you gone need some money lil homie!
3,0,3,0,1,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha."
3,0,3,0,1,RT @RealSexAddicts: Wet&#128166; &amp; warm &#9832;&#65039; pussy &#128553;&#128525;
3,0,0,3,2,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
3,0,3,0,1,lol if you hate me i really dont give a shit because i've either done nothing to you bc you're just a bitch
3,0,0,3,2,"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ..."
3,1,2,0,1,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches."
6,4,2,0,0,Don't mind black people.....hate niggers!
6,0,5,1,1,It's Some hoes out here tonite &amp; I got Shawty wit me
3,0,3,0,1,And mad hoes you can ask Beavis I get nothing butthead
3,0,3,0,1,@Yung_Messiah @NoMeek_JustMilz swear to god log on later. I'm posting the score on every social network you bitch ass nigga
3,0,3,0,1,Photo: Morning bitches http://t.co/4P3mK58gc4
3,0,3,0,1,RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy
3,3,0,0,0,@FreddyAmazin ratchet looking nigger
3,0,3,0,1,I bought him a Sumblime shirt for his birthday too &#128532; I kinda wanna be a cunt and ask for it back lol #IndianGiver
6,0,6,0,1,Except dat Hazel nigga.. RT @KingHov1313: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;&#128072;I know I can hit all of em too&#128553;
3,0,3,0,1,RT @iSpeakComedy: Ever stay home from school and look at the clock and say yeah those bitches in math right now
3,0,0,3,2,Sapete che? Vi odio..... ho finito..
3,0,2,1,1,Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP
3,0,3,0,1,idk y'all ppl that go/went to A&amp;T ackin like y'all shocked about 70 bodies.. it was some first class hos at T that I knew personally
3,0,3,0,1,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_
3,0,3,0,1,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard
3,0,3,0,1,Like freaky bitch but I fucks with her
3,3,0,0,0,@kitten_nugget69 stfu dyke looking hoe.
3,0,3,0,1,I just wish I had a girlfriend to come home to after a long night of fuckin wit bitches in the club
3,2,1,0,0,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
3,0,3,0,1,RT @firmeprincess: &#8220;@KizzyGotDaJUICE: Huh man &#128571;&#128553;&#128588;&#128166;&#128166;&#128166;&#128166; http://t.co/cLyaPq2Ret&#8221; he's gna drown in the pussy for real
3,0,3,0,1,"@kathy_doermer bitch please, I'll go to Windsor either way.. When i come up I can bring some also &#127470;&#127481;"
3,0,3,0,1,"Life is a bitch, but every dog has its day"
3,0,2,1,1,#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;
3,1,2,0,1,"You da bess, you deserve a crown bitch!"
3,0,3,0,1,&#8220;@zooyorkinit: When u want a cig but ur lovey gf won't go get them #potato ;) @whattheflocka&#8221; guilt trip city lil bitch
6,0,2,4,2,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo"
3,1,2,0,1,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?
3,0,0,3,2,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians)....."
3,0,3,0,1,RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;
3,0,3,0,1,"RT @iDntWearCondoms: If your girl see that another girl likes you, her name is ""this bitch"" until further notice."
3,0,0,3,2,RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0
3,1,0,2,2,RT @Buckm00se: abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L
3,0,3,0,1,RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year
3,0,3,0,1,"Quisiera amarte no puedo no, mi mama me dijo dont love them hoes"
6,1,5,0,1,I ain't Finna sleep bitch it's 8 o'clock when you finish noddin meet me at the top
3,0,3,0,1,I'm tryna eat steaks n dis hoe wanna eat peanuts!! -- @BIRDMAN5STAR voice
3,0,3,0,1,RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl
3,0,3,0,1,@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf
3,2,1,0,0,Fuk wit a real nicca
3,3,0,0,0,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there."
3,1,2,0,1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;
3,0,0,3,2,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion"
3,2,1,0,0,&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;
3,0,3,0,1,@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck
3,0,3,0,1,"Got the Vector Job, bitch."
6,0,6,0,1,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw
3,2,1,0,0,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
3,0,3,0,1,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real"
3,0,3,0,1,Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...
3,0,2,1,1,"RT @theHIGHESTpeak_: Flavaaaaa in ya ear, that hoe live lol"
3,0,2,1,1,@PinkChocolateBK I thought it was beyond retarded & not scary at all!
3,0,3,0,1,"RT @RayIopez: Niggas Be Like

&#128663;_____________&#128659;
Fuck! There go the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch as&#8230;"
3,0,3,0,1,"RT @MonseeHuerta: I envy bitches with long, full eyelashes &#128532;"
3,0,3,0,1,@xDSmooth I'm not goin oml I'm finna drop this bitch
3,0,3,0,1,RT @WORIDSTARHlPHOP: every time bobby bitch comes on http://t.co/h7b0pL8T2h
3,0,3,0,1,"I have my work done a day after i get it, and everybody else be Scramblin' on Sunday. this the day of rest bitches.."
3,0,3,0,1,RT @neeshhuh: @Mariah7147 @Vontey_isa_boss it's knives bitch
3,0,0,3,2,"@seanphathaway That wasn't as bad, though drawing conclusions about ""WHITE AMERICA"" based on a 1,000 person poll is a slippery slope."
6,0,6,0,1,Why can't you be humble like your moms and not hoes
3,0,3,0,1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao"
6,1,5,0,1,this bitch is weird she knows too much
3,0,3,0,1,@brianholmes2700 you a drunk bitch
3,0,0,3,2,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;
3,0,3,0,1,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt
3,0,3,0,1,@jenlanaex3 he scared of pussy
3,0,0,3,2,"RT @SimpsonsQOTD: &#8220;That's a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"" http://t.co/dk7rcqM1FS"
3,1,2,0,1,I hate ghetto bitches with a passion..
3,1,2,0,1,I swear ta god nigga all deses hoes want is a YRN ....
3,0,3,0,1,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up
3,0,3,0,1,#IfWeDate i eat da pussy better than a lesbian.
3,1,2,0,1,RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9
3,0,0,3,2,@skyereyes_ you a Oreo cookie now.
3,0,0,3,2,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
