comment,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
"The reason you see Indians bashing Muslims and Islam here because Hindu supremacists hate Islam and Muslims. Atrocities in Kashmir, cow lynching of Muslims, gang rapes of Muslims children, have you not read or heard about them?  This should be clear for all Muslims across the world that India is not a friend of Islam or Muslims, and behind the disguise of secularism, they hate Muslims. All Arab, Muslim countries and their residents should see and understand this ugly face of racist Hindus. They are the overwhelming majority in India and number of votes cast to BJP-RSS party is a proof . It amazes me that Saudi Arabia and other gulf countries are spending billions on India and not seeing that how much they hate Islam and Muslims? Particularly Arabs, wake up. If you canât understand this now then when or what will make you? Let all Muslims be united and boycott Indian products, their restaurants and movies, until they stop killing Muslims in Kashmir and the rest of India, and make a law to stop anti Muslim hate and racism.",0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0
even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?,0.166666667,0.166666667,0.0,0.142857143,0.857142857,0.0,0.0,0.0
Idiots as always. Religion is the most stupid thing you humans invented.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Time to nuke China or Unleash a plague.,0.92,0.16,0.04,0.08,0.88,0.0,0.0,0.0
Put a woman to abuse that fat woman and don’t put a kind guy,0.666666667,0.666666667,0.666666667,0.0,0.0,0.0,0.0,0.333333333
"CANCEROUS ugly tarded beings !(except lauren) DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES √∞¬ü¬ò¬Ä FUCK women and Islam rights, don't like it here fuckoff and die √∞¬ü¬ò¬Ä",0.666666667,0.166666667,0.4,0.0,0.1,0.1,0.4,0.0
I wish HIV to your butthole male whore,0.6,0.8,0.6,0.0,0.0,0.2,0.0,0.2
"SEE THE BLACKS IN PARIS? THEY TRY TO PRETEND THEY ARE FRENCH,  the''men'' want one thing--to pimp out girls and women. The black women desire white men to pretend they are like white french wives but they are Africans. THEY DO NOT BLEND IN WITH WHITE SOCIETY.",0.0,0.166666667,0.25,0.5,0.25,0.0,0.0,0.0
Equality should not apply on people of different religions except christianity.,0.166666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they're also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that's how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT",0.034482759,0.034482759,0.172413793,0.0,0.0,0.0,0.0,0.827586207
white people are shit human beings,0.166666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FUCKING NIGGER GO BACK TO AFRICA,0.2,0.6,0.0,1.0,0.0,0.0,0.0,0.0
He is right. Islam is indeed very pissful.,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0
Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement? Must be because of low IQ.,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH,0.0,0.333333333,0.0,0.0,0.0,1.0,0.0,0.0
Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
You look like Russian and speak like Indian. Both are disgusting go kill yourself,1.0,0.5,0.142857143,0.142857143,0.714285714,0.0,0.0,0.0
"The worst nightmare for people of Paris, Europe and World in general. Devastated by this monstrous act. I hope death to the fucking culprits. Die to hell",1.0,0.333333333,0.0,0.0,0.666666667,0.0,0.333333333,0.0
Throwing stones to paraplegic kids is my favourite hobby,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
All girls like you should have a pimp to guide them to successful prostitution,0.0,0.833333333,1.0,0.0,0.0,0.0,0.0,0.0
"A solution to the U.S. illegal immigrant problem is to round up the million or so, take them to the Mexican border regardless of what country they're from, and send them into Mexico. Maybe then when the Mexican border is over-run with immigrants will Mexico understand and help pay for a wall.",0.2,0.0,0.0,0.2,0.8,0.0,0.0,0.0
The world would be better without white people because they stole from the black Egyptians in the before christ ages they was poor we wasnt whites  ruins everything for black people/White people have pig dicks and no shape no hips or no booty they have to get plastic surgery as us blacks get it from our mother whites brought skin cancer to america so learn some facts before you try to run us out america when we was here before yall racist ass smelly crackers and dont say you will beat my ass because you cant and if you wanna find out drop your adress√∞¬ü¬Ü¬ó√Ø¬∏¬è√∞¬ü¬í¬Ø√∞¬ü¬ô¬Ç,0.166666667,0.0,0.333333333,0.666666667,0.0,0.0,0.0,0.0
"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",0.0,0.0,0.333333333,0.666666667,0.0,0.0,0.0,0.0
"They are insolent parasites and always have been. I bear no ill will to Christ, but the jewish race itself is a plague.",0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0
Filthy Chinese ,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0
beeing gay is anti human,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,1.0
Ima fucking stab u up bruv. Fucking white prick bruv.. fucking racist.  Gammon,0.666666667,0.833333333,0.166666667,0.833333333,0.0,0.0,0.0,0.0
"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",0.666666667,0.0,0.19047619,0.0,0.19047619,0.0,0.380952381,0.380952381
Kill every white people mercylessly.,0.833333333,0.166666667,0.0,1.0,0.0,0.0,0.0,0.0
I honestly hate China. U can disagree but after This I cant. Its a horrible place and Its horrible people,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers",1.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0
You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,0.0,0.8,0.4,0.2,0.4,0.0,0.0,0.0
Just look at that crowd!!! ALL FAT WHITE TRASH OR METH ADDICTS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
who gives aa fuck about shit diamonds from the jews fuck them both,0.75,0.0,0.0,0.25,0.0,0.0,0.75,0.0
Hey Sweden do you remember back in time when your men were vikings and acted around like they had a dick between their leg... BLOCKED,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Disgusting sick queer kill yourself,0.666666667,0.666666667,0.0,0.0,0.0,0.666666667,0.0,0.333333333
Aren’t you ashamed about your body colour?,0.0,0.6,0.2,0.6,0.2,0.0,0.0,0.0
Dalit? Is this a name of religion or an atom of poo composition,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0
Burn them all down and kick Islam out of EU...We support you...Fuck Islam.,0.833333333,0.166666667,0.0,0.0,0.0,0.0,1.0,0.0
Indians are shit but burgers only have broken English and ebonics to learn and still fail. Second thread in a row where a burger can't figure out you're and your,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Why aren't Europe evicting those bastards ruining our civilization,0.4,0.2,0.2,0.0,0.8,0.0,0.0,0.0
Now they know better than this shit lol they dudes. The stronger sex. The man supremacy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"One needs to do a Pareto Analysis...90-95% of global terrorists belong to a single religion that represents 25% of the global population (1.25 billion in a 8 billion global population). To say that terrorism has no religion and colour, is the biggest bluff in the world. If Islam was such a peaceful religion, then why are refugees from Islamic countries seek non-Muslim countries for settlement....it is because they want to Islamise the world.",0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
it takes a fat black bitch to say something super stupid,0.4,1.0,0.514285714,0.514285714,0.0,0.0,0.0,0.0
Fuck this faggot. He's the disrespecting idiot brother in law that loves to start fights at family functions.You can't have conversations with assholes like him.,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.6
Islam is pig shit,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Do lesbians know what a bra is? It's always the fat ugly ones  who pick a fight.,0.0,0.0,0.171428571,0.0,0.0,0.0,0.0,0.857142857
He is the weirdest autistic I’ve seen in my life,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0
"Come out of the closet, we know you're in there, we'll bury you. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Perfect place for Lana- China and Myanmar. No trouble there. They know how to handle those pigs.,0.0,0.333333333,0.0,0.0,1.0,0.0,0.0,0.0
"I visited Melbourne from Los Angeles the first time in 2012.  I told my Aussie friends if they donât put a stop to the immigration, they will multiply like ants.   They laughed at me saying Oz is a big country.  I told them they have to look at it in terms of 50 years from now.  Being from LA, I see what the Mexicans have done to to this city.  Awful.   They multiply like ants and suck up the resources. $$$",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
what happened in the good old days when these freaks did not exist ? which sewer have these freaks dragged themselves out of ? its just a manufactured group of freaks who want to cut their cocks off and take it up the arse in the hope that the world will treat them as woman . it takes more than that to be a woman . stop pandering to these twats .,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75
Looks like the gay poster boy with syphilis,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8
"Serbia should kill gays in yugoslavia and not albanians, bosnians, croatian",0.833333333,0.166666667,0.0,0.0,0.142857143,0.0,0.0,0.857142857
"I would pull you over for your race, if I was a cop.",0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0
I remember once I was in charge of a disabled kid. Every night I was wishing slow death for him,0.5,0.833333333,0.0,0.0,0.0,1.0,0.0,0.0
