tweet,sentiment,directness,annotator_sentiment,target,group
retard want take uk +25 hit line,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
bad nigger,normal,indirect,anger_confusion_shock_indifference_disgust,other,other
get gc negro @user,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,african_descent
@user @user mongoloid scammer what's lmfao,offensive_hateful,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
yeah ive said word nigga &amp; spic pissed ive also called gringo &amp; cracka plenty times sometimes @url,offensive_normal,indirect,indifference_disgust,origin,other
want drain useless faggot. right now. love seeing tributes hitting bank  reminds @url,normal,indirect,sadness_disgust,sexual_orientation,special_needs
know negro tight leash. hes hoping score coon points maga gets busted. @url,offensive,indirect,indifference_disgust,origin,jews
retard getting blocked lol,offensive_hateful,direct,anger_confusion_sadness_shock_indifference,disability,special_needs
@user still faggot,offensive_hateful,direct,sadness_indifference,sexual_orientation,individual
@user slap cunt pls ,fearful,indirect,fear_shock_indifference_sadness_disgust,gender,women
note #hollywood : fuck trump/drumpf makes look retarded. making career decisions based p @url,normal,indirect,sadness_indifference,other,special_needs
@user idgaf potato nigger says,offensive,indirect,sadness_disgust,origin,african_descent
conservatives really trying say austin mail bomber radical leftist terrorist,offensive,indirect,anger_fear_shock_indifference_disgust,other,other
absolute cunt  @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,gender,women
laughing clapping like retard seal. thats,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs
@user pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?,fearful_offensive,indirect,indifference_disgust,origin,other
catch hands overwatch meetup retard @url,normal,indirect,anger_confusion_fear_shock_disgust,religion,special_needs
@user @user @user stuff'is happens shitholecountries despots charge.,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
@user retarded thing i've ever heard life. senator feinstein unqualified job. vote leon,offensive,direct,anger_confusion_sadness_shock_disgust,disability,special_needs
black youtubers: demonetized say nigger ????? really wanna say nigger channel,offensive,indirect,anger_disgust,origin,jews
@user @user pay drugs subsidize cheap supply 3rd world shithole countrie @url,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
1v1 riot shields round 11 cunt fuck game cunt,offensive,indirect,anger_indifference,gender,women
@user vote. fraud though. copying shithole countries hear about.,abusive_offensive,indirect,anger_sadness,origin,other
3rd 1. fucking coaches learn snap shot gun??? fucking retard #pokes,offensive,indirect,sadness_disgust,disability,special_needs
#nyc #newyork #newyorkcity #art #artist #gay #faggot #pouredpaint #acrylicpainting #acrylicpouring #queer #dark @user n @url,offensive,indirect,indifference_disgust,sexual_orientation,other
@user ching chong math wtf u hear,offensive_hateful,indirect,anger_disgust,origin,special_needs
@user oh go. classic about.... think found leftist terrorist.,offensive,indirect,confusion_indifference,other,other
@user @user @user @user sadly yes goes like ching chong wang wong,offensive_disrespectful,indirect,anger_fear_indifference_sadness_disgust,origin,asians
@user omg babe thank ,normal,indirect,confusion_disgust,other,women
trump famous insults. shithole countries failing fake news evil democrats criminal immigran @url,normal,indirect,anger_sadness_indifference_disgust,other,other
@user mean selling country flooding fighting age immigrants human trafficke @url,offensive,indirect,sadness_disgust,origin,individual
nigger faggot,hateful,indirect,anger_sadness,origin,individual
@user @user gonna great chinaman.,offensive,direct,shock_indifference,origin,indian/hindu
that's right illegals! head home whatever shithole came from!nnyou get waltz expo @url,normal,direct,anger_sadness_shock_indifference_disgust,origin,other
here's good ol spicy meme made bc decided lil twat :))) @url,offensive,indirect,anger_disgust,other,special_needs
pelea entre latinos... que espectu00e1culo :/ want people 'shithole countries' coming here? @url,offensive,indirect,sadness_disgust,origin,special_needs
@user @user @user say limited edition limited fortnitemares mongoloid lmao.,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,gender,special_needs
think i'm retard wait real lawyer put together going federal penitentiary kno @url,offensive_disrespectful,indirect,indifference_disgust,disability,special_needs
retarded @url,offensive_disrespectful,direct,anger_disgust,disability,special_needs
@user .... roofe pen either?nnfuck cunt.nnwe enough win game. fact we're takin @url,abusive_hateful,indirect,anger_fear_shock_sadness_disgust,other,women
anytime anyone says fag faggot casually ask 6th grade going. like really still calling people 2018 lmao,fearful_offensive_hateful_disrespectful_normal,indirect,shock_disgust,sexual_orientation,other
twat @url,offensive_hateful,indirect,indifference_disgust,gender,women
@user parents called loner faggot said,offensive,indirect,anger_disgust,sexual_orientation,gay
mum offered pink ticket asked new coffee table instead.... like  #mongol,offensive,indirect,anger_fear_shock_indifference_sadness,disability,special_needs
yall see new papa johns commercial tryna make forgot founder saying nigger @user,fearful_offensive_hateful_disrespectful_normal,indirect,anger_sadness,origin,other
keep wheels spic n span year round tips tricks! @url,normal,indirect,sadness_fear,other,other
according #23andme 99% ancestors travelled ocean-going caravans shithole countries authoritarian leaders.,abusive_disrespectful_hateful_normal,indirect,anger_fear_shock_indifference_disgust,origin,other
@user better faggot,hateful,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,individual
@user case forgot retard @url,offensive,indirect,anger_disgust,disability,special_needs
like @user passengers tonight kept saying faggot/fag/queers even aske @url,fearful_normal,indirect,sadness_indifference,sexual_orientation,other
rapes increase due influx primitive immigrants. #capitalism kicks save day. @url,offensive,indirect,anger_disgust,origin,women
@user sure spic span,fearful_abusive_hateful_disrespectful_normal,indirect,confusion_disgust,origin,other
remember always go full retard maybe back. @url,hateful,indirect,anger_indifference,disability,special_needs
idk stop i'm eating. always ready throw finally stop smfh. think i'm retarded.,offensive,indirect,shock_indifference,disability,special_needs
@user got better joke. blue check retard calls laura joke 10% followers has. fucking hilarious.,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
@user @user we've noticed xd took info got twisted around like retard...,offensive,indirect,sadness_indifference,disability,special_needs
okay white,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
i'm korean smurf ching chong sing wang su long @url,fearful_offensive,indirect,anger_disgust,origin,individual
retarded. okay perfect.,offensive,indirect,anger_sadness,disability,special_needs
@user could care less little feminazi. screwed way top long trail discontent. @url,hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,gender,other
@user get dyke screen,offensive,indirect,anger_disgust,sexual_orientation,other
@user me: fatima retarded you??nfatima: huh understand,offensive,indirect,anger_indifference,disability,special_needs
hi ellis like use word retard employers tweet them? @url,fearful_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,disability,other
@user rather clear thinknnhe'd rather chinaman would different reason,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,individual
@user everyone means say okay white,abusive_offensive,indirect,anger_confusion_fear_sadness_disgust,origin,other
@user @user corporate 'rawk' magazines retarded little boys imagine remember thirt @url,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
@user answer question faggot! (btw me),fearful_abusive_offensive_hateful_normal,direct,anger_disgust,sexual_orientation,other
glad johnson beat lobov hate little midget cunt,offensive,indirect,anger_confusion_sadness_indifference_disgust,other,individual
retweet think god cunt @url,offensive,indirect,indifference_disgust,religion,special_needs
@user @user @user @user never liked twat. even slithered way @url,offensive_disrespectful,indirect,sadness_indifference,other,women
retard,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
@user fucking cheating cunt. ball hand? lying dirty bastard,offensive,direct,anger_fear_shock_indifference_disgust,other,other
@user @user @user @user quit @user fucking twat. wanna selective reading @url,normal,indirect,shock_indifference,other,other
oh wants victims sit talk open conversation. twat. @url,abusive_offensive,indirect,anger_shock,origin,women
@user @user they're parasites came shithole countries need stay shithole countries,hateful,indirect,shock_disgust,origin,other
talkin bout baby gon look like spic,offensive,indirect,sadness_disgust,origin,other
whereas aaron straight-up rancid cunt @url,hateful,direct,anger_disgust,other,women
cmon machado fucking mongoloid,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,other
@user gonna happen retarded traders get etf approval,abusive_offensive,indirect,confusion_fear_shock_indifference_sadness,disability,special_needs
@user @user wow real. drivers issue. uber gets retarded time goes,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs
charming man smiths hits place i'm think morrissey twat.,normal,indirect,anger_fear_indifference_sadness_disgust,other,individual
@user @user @user would saying retarded stuff like shooting occurred mosque? doubtful. w @url,offensive,indirect,sadness_disgust,disability,special_needs
@user @user fuck suicide male prostitute rubbish chinaman lee hsien loong imagining h @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,muslims
yup. got it. wont fleeing shithole countries ruled evil people nope it'll trump evil. trump w @url,hateful,indirect,anger_confusion_fear_shock_disgust,origin,immigrants
i'm rated r retarded,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_sadness,disability,special_needs
@user @user leave uk wildlife alone go back come kill animals &amp; wildlife. @url,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_shock,origin,other
@user dumb macaron worry making france livable country shithole becom @url,offensive,indirect,shock_indifference,origin,other
fun fact got called chink ching chongd 11th grade barely look asian white town,hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,women
find faggotnnnnyou can't? that's faggot @url,offensive,indirect,anger_confusion_fear_shock_disgust,sexual_orientation,gay
@user @user retard ? ....urban naxal ...how arrived conclusion k @url,abusive_offensive,indirect,anger_shock,disability,special_needs
@user @user started smoking weed like 8 months ago old faggot,offensive,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
tf at????? side note dyke dumb thick  @url,abusive_offensive_disrespectful_hateful_normal,indirect,sadness_indifference,other,left_wing_people
@user what's epically flat note must retarded something,offensive_normal,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
know wanted say nigger hulk. @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
'militia' let loose refugees ar,offensive,indirect,sadness_disgust,origin,refugees
@user work @user college w/ esl students many refugees shithole countries. i'm proud @url,fearful,indirect,anger_fear_shock_indifference_disgust,origin,refugees
also apparently apu simpsons morejust goes show retarded day age,offensive,indirect,anger_confusion_fear_indifference_disgust,gender,women
hope gets eaten one. stupid ugly bitch. karma get end evil brained twat. what's nex @url,offensive,indirect,sadness_disgust,other,women
negro crazyyyy u know many people reach behalf? lmao. care care?,offensive,direct,indifference_disgust,origin,other
extra retarded time  @url,fearful_disrespectful,indirect,confusion_sadness,disability,special_needs
@user hey faggot suck balls,normal,direct,confusion_indifference,origin,women
abdomen supremacy: flat-bottomed mongoloid,offensive,indirect,anger_disgust,disability,special_needs
@user eating cough drops talking bout candy &amp; screaming like retard ,offensive,indirect,indifference_disgust,disability,special_needs
dave roberts full fucking retarded,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs
@user @user @user mongoloid dem plant. case inpoint brilliant give migrants deal tweet.,offensive,indirect,anger_fear_shock_indifference_disgust,origin,left_wing_people
also joo - saying (it's okay white) promotes --&gt;white&lt;-- supremacy.,hateful,indirect,anger_confusion_sadness_shock_indifference,gender,individual
one proof philippines shithole country? ml,offensive,indirect,confusion_fear_shock_sadness_disgust,other,other
david warner right royal twat hughes family blaming anything freak accident @url,normal,indirect,indifference_disgust,gender,women
@user @user saw bunch screenshots today's shooter's gab. hates trump hates jews. leftist @url,offensive,indirect,confusion_indifference,other,left_wing_people
fuck bitch yuh gana regret lying fucking retard,offensive,direct,anger_confusion_sadness_shock_disgust,gender,other
@user @user @user @user #illegalaliens immigrants.,fearful_normal,indirect,indifference_disgust,origin,special_needs
@user perhaps. regardless attack global south's refugees dont want non violent felons @url,normal,indirect,confusion_indifference,other,refugees
girl go dress like mongol pencil halloween since used #2 nnlouder people back!!!!!,offensive,indirect,confusion_disgust,disability,women
@user @user @user grown ups show faces use thea names.mongoloid,offensive,indirect,indifference_disgust,disability,special_needs
@user yes ching chong course,offensive,indirect,anger_sadness,origin,indian/hindu
lol dodgers retarded haha  going tonight might questionable dodgers fans going get drunk looking fades haha,offensive,indirect,sadness_disgust,origin,special_needs
@user love big dicks cumming ass. faggot whore.,offensive,indirect,anger_disgust,sexual_orientation,special_needs
i'm gonna talk probably work he's retarded. he's gonna say keep telling stooopid. lol,fearful_offensive,indirect,confusion_indifference,disability,special_needs
@user @user @user can't believe spic n span van survived wearing make @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,other
@user @user @user hope age 18 saying something utterly embarrassingly retarded.,offensive,indirect,sadness_disgust,disability,special_needs
@user remember going every dinner wee yobbo david lister :( dem man spicy salt,offensive,indirect,anger_indifference,origin,hispanics
ta said wanted chinese food girl kept repating ching chong told racist said @url,offensive,indirect,confusion_indifference,origin,special_needs
bro ! tweeted caught. border line retard conned fedsnn@url,normal,indirect,anger_indifference,other,special_needs
@user actively enjoy dim witted mongoloid?,offensive_hateful,indirect,anger_confusion,origin,individual
imagine much wet cunt get offended cartoon character @url,offensive_normal,indirect,anger_confusion_sadness_indifference_disgust,gender,women
psst hey..... look now... children refugees asylum seekers still 'gulags' right ;) @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,refugees
@user lol speak hazara(mongol) people nothing ethnic afghans (nor genetical @url,hateful,indirect,anger_fear_indifference_sadness_disgust,origin,other
#staranurag @user @url,normal,indirect,sadness_disgust,other,other
@user @user fine long invitation excludes illegal aliens coming porous borders @url,offensive,indirect,anger_indifference,origin,immigrants
horrible twat. unfollow @url,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_fear_indifference_sadness_disgust,gender,women
@user @user hey bro let us assimilate term mongoloid name-calling disres @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,special_needs
wish situation/issue racist calling spic racist shit god knows  @url,offensive,indirect,shock_disgust,gender,other
@user is. good ole fashioned race card. hooray:) shithole country shot hole country. nob @url,offensive,indirect,anger_confusion_sadness_shock_fear,origin,other
wapking big sexi fotos dylan ryder negro,offensive,indirect,sadness_indifference,origin,other
dead still warm tweeted &amp; cunt &amp; mate #obama sent fcking lowlife nn@url,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other
@user brave twat shooting sleeping animal. idiots stop.,offensive,indirect,anger_confusion_sadness_shock,other,other
@user omg twat would shut one day...,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women
@user okay white!,normal,indirect,anger_sadness_shock_indifference_disgust,other,other
*sgt crazy retarded impossible time hack pt* change ocps back b co 3 minutes fall @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,other
@user @user @user religion twat x @url,offensive,indirect,confusion_disgust,gender,women
antifa faggot pretending @user supporter make conservatives look bad that's @url,offensive,direct,sadness_disgust,gender,other
@user @user @user danny's chinaman,offensive_disrespectful,indirect,sadness_indifference,origin,asians
@user we're ching chong brothers,offensive_hateful,indirect,anger_fear,origin,indian/hindu
@user aswear eithernmaami breakfast nmaami lunchnmaami suya dinnerni kept card dropped retarded bed,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
actual fuck people still like fucking mongoloid??? @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
unrestricted immigration people coming soon turn country shithole left @url,hateful,indirect,anger_disgust,origin,immigrants
@user people retarded bro ,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
i'll donate fiver call @user tory hating cunt. #standuptocancer @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_fear_shock_indifference_disgust,other,left_wing_people
katsuki bakugon- calls mates cuntn- drives uten- wears thongs (flip-flops) everywheren- illegal uies n- road rage king,fearful,indirect,confusion_fear_shock_indifference_disgust,origin,other
@user talkin likes negro big niggas chicken waffles lives least fam,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,indian/hindu
lol new spic rappers different,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
y'all come look this. wtf guerilla ??? argue retarded asses again? i'm lo @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
bet there's feminazi silil's comment talking wow bafana would day,offensive_disrespectful,indirect,confusion_fear_shock_sadness,gender,women
sorry speak ping pong ching chong sushi chong,offensive,indirect,sadness_disgust,origin,individual
@user first time called dirty jew. oldest son hat day school wanted wear kippah. talk,offensive,indirect,fear_disgust,religion,other
@user @user @user @user seljuks? mongol granddaddies proud ex @url,offensive,indirect,shock_indifference,origin,individual
@user fucking stupid little twat hole,offensive,indirect,sadness_disgust,gender,women
even uses word 'faggot' now? like hell? time update vocabulary.,offensive,indirect,confusion_disgust,other,other
low iq: spic?nnavg iq: false flagnnhigh iq: paint hair head? @url,fearful_abusive_offensive_hateful_disrespectful,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs
boys fucking retarded,offensive,indirect,anger_confusion_sadness_fear_disgust,gender,other
love wdw refugees refreshing reference @user,offensive,indirect,confusion_indifference,other,other
spic y'all.....the first time heard 13 like umm what? say speak? lol som @url,fearful_abusive_hateful_disrespectful_normal,indirect,shock_disgust,origin,individual
@user @user senseless unthoughtful cunt. father husband son may died care @url,hateful,indirect,indifference_disgust,gender,women
one day work 3:30 morning fucking calf decided go full retard @url,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
us went legally built companies shithole countries need work shith @url,offensive,indirect,anger_confusion_fear_sadness_disgust,origin,special_needs
haha @user gone full #retard ,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
old outdated say retarded gop mentality paranoid ideas brainwashed citizens americans visce @url,hateful,indirect,anger_disgust,disability,special_needs
call spic shit least u calling,abusive_disrespectful,indirect,anger_sadness,origin,hispanics
@user blocked hes absolute mongoloid,hateful_normal,indirect,anger_confusion_shock_indifference_disgust,origin,other
@user @user asylum shithole countries isnt really asylum.,offensive,indirect,shock_indifference,origin,individual
@user who's retarded ass kick,offensive_hateful,indirect,sadness_indifference,disability,special_needs
reminder kelly rowland (and did!) say faggot @url,offensive_normal,indirect,indifference_disgust,sexual_orientation,gay
@user @user tell president do. nnsafety country???? people want shithole @url,abusive_normal,indirect,confusion_disgust,other,left_wing_people
i'm twat,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,other
@user misread tweet logic dalai lama's logic receive refugees treat well educate th @url,offensive,indirect,shock_indifference,origin,refugees
@user @user timing complete cunt. end of. ever moan done you.,offensive_hateful,indirect,anger_disgust,other,other
also show boring even s1 riverdale interesting dyke icon cheryl blossom,offensive,indirect,indifference_disgust,gender,women
@user @user @user finally people waking up. illegal immigrants may new voting bl @url,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,immigrants
winter i'm buying big stupid dumb oc fly retarded coat ....kill,offensive,indirect,sadness_disgust,disability,other
representative tax cut man tremendous courage grit may someday recognized shithole countries,fearful_abusive_hateful_disrespectful_normal,indirect,anger_fear_indifference_sadness_disgust,other,other
yall dyke tryna bag walmart put groceries car... aint help wit heavy @url,normal,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,gay
@user dont speak ching chong chung language,abusive_offensive,indirect,sadness_indifference,origin,muslims
@user @user @user type behavior common elections 3rd-world shithole countries.,offensive,indirect,shock_indifference,origin,other
lot ya may sound dumb retarded whatever. personally none ya opinions ever mattered. @url,normal,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs
@user @user imagine basing policy religion. sounds retarded me.,offensive,indirect,anger_indifference,disability,special_needs
meanwhile leftist globalist monsters trying blame hate crime trump too. know everyth @url,normal,indirect,anger_shock,other,special_needs
@user course feminazi's roll one other. frauds!,fearful_abusive_offensive_hateful_disrespectful,direct,anger_fear,gender,women
@user makes agitated i'm melb bc sydney u walk least 128bpm u get called cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
@user @user what's wrong black u retard,offensive,direct,anger_sadness,disability,special_needs
evolved monkeys ....why decide stay monkeys......nare retarded mofos @url,offensive,indirect,anger_sadness,other,special_needs
thete nrrd call corina cunt! need!!,offensive,indirect,anger_confusion_sadness_shock_indifference,other,women
@user seen mudd upset since shithole countries.,offensive,indirect,sadness_disgust,origin,other
goddess wants goddess gets good pig faggot @user went biggest. good job faggot! 50000l @url,offensive,indirect,anger_sadness,origin,special_needs
legally say 'ching chong ping ling',normal,indirect,anger_sadness_shock_indifference_disgust,other,other
wish retarded looking. probably friends real life. would nice life.,hateful_normal,indirect,sadness_indifference,gender,left_wing_people
ching chong alert,abusive_offensive,indirect,confusion_fear_shock_sadness_disgust,origin,hispanics
thats point nigger @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_disgust,origin,other
found yet another liberal retard.  @url,offensive,indirect,sadness_indifference,disability,special_needs
oh fuck cunt he's come back nasty injury scored twice leave lad alone mardy little non @url,fearful_offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women
kept saying faggot left hhhhhh @url,normal,indirect,sadness_indifference,sexual_orientation,special_needs
@user negro dont need clips posted. need people streaming.,abusive_disrespectful,indirect,shock_disgust,origin,african_descent
@user @user soup-taker turncoatnnyou get idea...,offensive,indirect,sadness_shock,other,other
seems odd good ol @user would go nears radical leftist 1995 given fact ayers @url,normal,indirect,sadness_indifference,other,other
@user @user @user see faggot love !,offensive_disrespectful,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
number illegal aliens twice reported bydemocrats?,normal,indirect,shock_indifference,origin,other
@user fuck piece shit stole insta username go ching chong bong somewhere else!,abusive_normal,indirect,sadness_shock,origin,women
@user yeah probably acts like right retard basically wanted become meme,offensive,indirect,sadness_disgust,disability,special_needs
@user hey hey hey. watch it. got spic kids. . nn(no offense @user @user dads racist bastard).,abusive_offensive,direct,anger_shock,origin,special_needs
rich hill...twat,hateful_normal,indirect,confusion_disgust,other,other
@user raghead killed ragheads. inshallah.,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,arabs
green version mix 3 intensify ching chong ness. green jade chinese bling dawg,abusive_disrespectful,indirect,sadness_shock,origin,left_wing_people
@user @user @user hurry vote cunt,offensive_hateful,indirect,anger_disgust,gender,women
sort thing happens shithole countries no? @url,offensive,indirect,anger_sadness,origin,special_needs
@user bonge always going full retard. @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
get drunk feel retarded :/,hateful_disrespectful,indirect,anger_indifference,disability,special_needs
@user @user fled country impending shithole status i'm sure european countries w @url,offensive,indirect,indifference_disgust,origin,other
 tweeters love words (30 days): spooky fuck play fate moist  bitch choice cunt whore coochie genuine cock @url,offensive,indirect,sadness_indifference,gender,women
tf voted crunch skittles?? spook season mongoloid season @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
@user country invaders turn dystopian shithole? ,normal,indirect,anger_confusion_sadness_indifference_disgust,origin,immigrants
#sondage #france #migrants,normal,indirect,anger_shock,origin,refugees
asked mother murukku .. gave retarded one told perfect murukkus diwali ,offensive,indirect,sadness_indifference,origin,other
wide open layup went retarded passed away @url,offensive,indirect,anger_confusion_fear_sadness_disgust,disability,special_needs
kid begged life please kill me. i'll anything. i'm sorry called spic @url,fearful_disrespectful,indirect,confusion_sadness_shock_indifference_disgust,origin,hispanics
oh cock stabbing fuck nuts weather twat says there's rain shower outside.,normal,indirect,anger_indifference,gender,individual
patiently waiting day mayo head balls call spick wetback.,offensive,indirect,fear_disgust,origin,other
@user @user shut yo lame ass dyke,offensive,direct,indifference_disgust,sexual_orientation,women
@user put nigger @url,hateful_disrespectful,indirect,anger_disgust,origin,other
i'm fucking screaming sis actually changed name nigger quarter,offensive,indirect,confusion_sadness,origin,special_needs
wow @user fucking retard @url,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
never related lyric song well maybe i'm faggot america i'm part redneck agenda,offensive,indirect,shock_disgust,sexual_orientation,muslims
@user go work negro!,hateful_disrespectful,direct,anger_sadness_shock_indifference_disgust,origin,african_descent
@user like cunt,offensive,indirect,anger_indifference,gender,women
@user like..... they're fuckin retarded like leader,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,disability,other
@user @user comment baseless retarded.nndid conveniently forget david headley @url,offensive,indirect,anger_confusion_fear_shock_disgust,disability,special_needs
@user cunt 28 years old hit meth mid match sounds like perfect life aye,offensive,indirect,anger_confusion_sadness_shock_disgust,gender,women
wyd afghan faggot im bored _ looool. i'm watching netflix @url,offensive,indirect,confusion_disgust,sexual_orientation,jews
go home raghead! @url,offensive,indirect,confusion_fear_indifference_sadness_disgust,religion,other
&gt;orders ching chongn2018-10-25 12:49belgium item held customs awaiting presentation customs commissione @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_indifference,origin,other
@user pristine spic span environment one might wish for.,normal,indirect,indifference_disgust,other,other
@user @user @user @user countries shithole countries c @url,offensive,indirect,sadness_disgust,origin,other
@user dumbass nigger stupid ass nigger calling cracker well better nigger bett @url,offensive,direct,shock_disgust,origin,special_needs
ching chong absolutely,offensive,indirect,indifference_disgust,origin,muslims
dinner rolls underrated mongoloid disagree,offensive_disrespectful,indirect,anger_shock,disability,special_needs
@user care moral voters; want liberals illegal aliens ms13...,offensive,indirect,indifference_disgust,other,other
fuck dumbass bitch stupid ass idiot fucking crap load bullshit useless ass cunt headass asshole its-impossib @url,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,gender,women
fucking retarded,offensive,indirect,anger_disgust,disability,special_needs
know sucks white lol yall made word nigger/nigga &amp; yall cant even say,hateful,indirect,anger_fear_shock_sadness_disgust,origin,individual
trump derides protections immigrants shithole' countries @url forget!,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,other
@user well demi got nigger. say more. ima grab little coke ima come see like.,offensive,indirect,shock_indifference,origin,african_descent
definition soup taker @url,offensive,indirect,confusion_fear_shock_indifference_sadness,other,other
@user religion u retard,fearful_abusive_offensive_disrespectful_normal,indirect,anger_sadness,origin,special_needs
altered original dyke-esque costume b slutty bc tristan inspires b whore n he's eve n going @url,offensive,indirect,anger_confusion_fear_disgust,sexual_orientation,women
happy birthday talented mongol!! wish best miss u yie tc gbua  @user,normal,indirect,fear_disgust,origin,other
*high pitched ching chong* @url,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,asians
@user call criminals rapist! says shithole countries? i'm confused.,offensive,indirect,anger_fear,origin,refugees
senator ching chong asking dumb questions get next-ed?,fearful_hateful,indirect,anger_confusion,other,muslims
@user @user party mr7asson account yesterday stfu retard,abusive_offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
@user @user native americans caucasian mongoloid. next.,offensive,indirect,shock_indifference,origin,special_needs
stephen fletcher fucking cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,women
fucking retard man sad  @url,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
white trash spice,offensive,indirect,anger_indifference,origin,other
@user @user learned mongoloid tweet. congrats,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs
good morning everyone parents retarded brother nigger,normal,direct,sadness_disgust,disability,special_needs
saw extraordinary black teen years ago. slightly retarded face touch mo @url,fearful_abusive_hateful_disrespectful_normal,indirect,indifference_disgust,disability,special_needs
get fucking servers cunt @url,offensive,direct,fear_shock_indifference_sadness_disgust,gender,women
lmfaooo fuckin ivan whata retard @url,hateful,indirect,confusion_sadness_shock_indifference_disgust,other,other
@user @user do. northern native americans mongoloid features like asians. look eskimos. @url,normal,indirect,anger_sadness,origin,other
@user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian chinamen crimi @url,offensive,direct,confusion_disgust,origin,muslims
#libtards dumb. name theif political ideology comes word retard even realize @url,offensive,indirect,anger_confusion_sadness_indifference_fear,disability,other
aye u cannot hate nigga salute one breathe u niggas retarded,abusive_offensive_disrespectful_hateful_normal,indirect,sadness_fear,origin,refugees
feel twat,fearful,indirect,anger_shock,other,other
hey theres like 1 guy tik tok ironic shit thats hot fuck im saying im faggot dude,normal,indirect,anger_fear_shock_indifference_disgust,sexual_orientation,gay
got opening wallet new credit card. who's filling slot. nnwhich faggot thinks worth that. @url,normal,indirect,fear_disgust,other,other
